Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Prof. Dr. Sajed Abdul Khaleque,"MBBS (DMC),FCPS (EYE)",Ophthalmologist,25.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Amblyopia (Lazy Eye),Anophthalmia (absent eye),Cataract & Lasik eye surgery,Chronic Eye Diseases,Diabetic Eye Checkup,Dry Eye - Evaluation / Treatment,Dry eyes,Eye Cancer,Eye Checkup - General,Eye Disorder,Eye Exercises for Double Vision,Eye Involvement in Rheumatic Disease,Eye Muscle Surgery,Eye Problems,Eyebrow design,Eyelid Surgery,Foreign Body in Eyes"
Assoc. Prof. Dr. Abul Kalam Azad,"MBBS,DLO",Otolaryngologists (ENT),22.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Cochlear Implants,Congenital Ear Problem Treatment,Diagnostic Endoscopy of Ear-Nose-Throat,Diagnostic Nasal Endoscopy,Diagnostic nasal, otological & laryngeal endoscopy,Ear Drum Repair,Ear Infections,Ear Pain,Ear Wash,Ear, Nose & Throat Evaluation,Fracture Nasal Bone Correction,Nasal and Sinus Allergy Care,Nasal Endoscopy,Nasal Polypectomy,Nasal Polyps,Nasal Septum Surgery,Sinonasal Malignancies,Foreign Body in Eyes, Ears, Nose and Throat"
Assoc. Prof. Dr. Abu Naser Md. Jamil,"MBBS,FCPS (ENT)",Otolaryngologists (ENT),22.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Adenoid / Tonsil Surgery,Congenital Ear Problem Treatment,Diagnostic Nasal Endoscopy,Diagnostic nasal, otological & laryngeal endoscopy,Ear Lobe Correction / Repair,Ear Pain,Fracture Nasal Bone Correction,Nasal and Sinus Allergy Care,Nasal Disorders,Nasal Endoscopy,Nasal Polypectomy,Tonsillectomy,Tonsillitis Treatment"
Dr. Md. Abdullah Al-Mamun,"MBBS,BCS (Health),FCPS (ENT)",Otolaryngologists (ENT),15.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Adenoidectomy, Tonsilectomy, treachostomy, Sub Mandibular Gland Excision,Congenital Ear Problem Treatment,Diagnostic Endoscopy of Ear-Nose-Throat,Diagnostic Nasal Endoscopy,Diagnostic nasal, otological & laryngeal endoscopy,Ear Drum Repair,Ear Micro Surgery,Ear Pain,Fracture Nasal Bone Correction,Nasal and Sinus Allergy Care,Nasal Disorders,Nasal Endoscopy,Nasal Polypectomy,Nasal Polyps,Nasal Septum Surgery,Sinonasal Malignancies,Adenoid / Tonsil Surgery"
Lt. Col. (Retd) Prof. Dr. Md. Abdullah Hel Kafi,"MBBS (DU),FCPS (ENT)",Otolaryngologists (ENT),25.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Adenoid / Tonsil Surgery,Adenoidectomy, Tonsilectomy, treachostomy, Sub Mandibular Gland Excision,Congenital Ear Problem Treatment,Diagnostic Nasal Endoscopy,Ear Drum Repair,Ear Infections,Fracture Nasal Bone Correction,Nasal and Sinus Allergy Care,Nasal Disorders,Nasal Endoscopy,Nasal Polypectomy,Nasal Polyps,Tonsillitis Treatment,Nasal Septum Surgery"
Asst. Prof. Dr. Md. Mehedi Hasan,"MBBS (DU),FCPS (ENT)",Otolaryngologists (ENT),22.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Diagnostic Endoscopy of Ear-Nose-Throat,Diagnostic Nasal Endoscopy,Ear & Nose Piercing,Ear, Nose & Throat Evaluation,Foreign Body in Eyes, Ears, Nose and Throat,Fracture Nasal Bone Correction,Nasal and Sinus Allergy Care,Nasal Disorders,Nasal Endoscopy,Nasal Polypectomy,Nasal Polyps,Nasal Septum Surgery,Sinonasal Malignancies,Congenital Ear Problem Treatment"
Dr. Md. Abdul Quddus (Shohag),"MBBS,BCS (Health),MS (ENT) & HNS",Otolaryngologists (ENT),17.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Diagnostic Endoscopy of Ear-Nose-Throat,Diagnostic Nasal Endoscopy,Diagnostic nasal, otological & laryngeal endoscopy,Ear & Nose Piercing,Ear, Nose & Throat Evaluation,Endoscopic Nose & Throat examination,Foreign Body in Eyes, Ears, Nose and Throat,Fracture Nasal Bone Correction,Nasal Disorders,Nasal Polypectomy,Nasal Polyps,Nasal Septum Surgery,Congenital Ear Problem Treatment"
Dr. Sumon Hossain,"MBBS,MCPS (ENT),DLO (ENT)",Otolaryngologists (ENT),15.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Congenital Ear Problem Treatment,Diagnostic Endoscopy of Ear-Nose-Throat,Diagnostic Nasal Endoscopy,Diagnostic nasal, otological & laryngeal endoscopy,Ear, Nose & Throat Evaluation,Endoscopic Nose & Throat examination,Foreign Body in Eyes, Ears, Nose and Throat,Fracture Nasal Bone Correction,Nasal Disorders,Nasal Polypectomy,Nasal Polyps,Ear Micro Surgery"
Assoc. Prof. Dr. Md. Safi Ullah,"MBBS (CU),DLO (DU),MCPS (ENT),FICS (USA),MS,FS (Japan),PhD",Otolaryngologists (ENT),20.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Adenoid / Tonsil Surgery,Congenital Ear Problem Treatment,Ear Drum Repair,Ear Infections,Ear, Nose & Throat Evaluation,Foreign Body in Eyes, Ears, Nose and Throat,Nasal and Sinus Allergy Care,Nasal Polypectomy,Nasal Polyps,Nose Fillers,Tonsillectomy,Tonsillitis Treatment,Nasal Endoscopy"
Dr. Md. Shahriar Islam,"MBBS (DMC),BCS (Health),FCPS (ENT)",Otolaryngologists (ENT),16.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Adenoidectomy, Tonsilectomy, treachostomy, Sub Mandibular Gland Excision,Congenital Ear Problem Treatment,Diagnostic Nasal Endoscopy,Diagnostic nasal, otological & laryngeal endoscopy,Ear Infections,Ear, Nose & Throat Evaluation,Eardrum Rupture Treatment,Endoscopic Nose & Throat examination,Nasal Disorders,Nasal Polypectomy,Tonsillectomy,Nasal Septum Surgery"
Asst. Prof. Dr. Afsar Ahammed,"MBBS,MD (Endocrinology),BCS,MD",Endocrinologist,22.0,Popular Diagnostic Centre Ltd. | Shyamoli, Dhaka-1207,"Diabetes,Diabetes in Cancers(immunocompromised),Diabetes in Children,Growth Hormone Disorders,Hormonal disturbances in women,Hormonal therapy,Hormone Dirtubances,Hormone testing,Hyperthyroidism,Mirena (Hormonal Iud),Parathyroid diseases,Parathyroid diseases,Diabetes Management"
Assoc. Prof. Dr. Sultana Marufa Shefin,"MBBS,MD (Endocrinology),FACE (USA),MACP (USA)",Endocrinologist,20.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Diabetes in Children,Diabetes Management,Diabetes Management,Diabetes Mellitus,Diabetes Renal Failure,Hormonal disturbances in women,Hormonal therapy,Hormone Dirtubances,Hormone testing,Hormone Therapy For Breast Cancer,Parathyroid disorders,Diabetic Diet Counseling"
Dr. Sayeda Shahan Mithela,"BDS,MPH,MSS,PGT (Dental)",Dentist,15.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Aesthetic Dentistry,Artificial Teeth,Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,Dental Fillings,Dental Implants,Dental implants,Dental Restoration,Impacted Teeth,Impacted Teeth,Sensitive Teeth,Straightening Teeth,Teeth Straightening/Braces,Teeth Whitening"
Dr. Barkat Ullah,"BDS,BMDC",Dentist,12.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Artificial Teeth,Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,Dental Fillings,Dental Implants,Dental implants,Dental Restoration,Impacted Teeth,Impacted Teeth,Sensitive Teeth,Straightening Teeth,Teeth Straightening/Braces"
Assoc. Prof. Dr. Md. Omar Faruk,"MBBS,FCPS (Surgery)","General Surgeon
Laparoscopic Surgeon
Colorectal Surgeon",22.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,Advance Laparoscopic Surgeries,Advanced Endoscopic & Laparoscopic Surgeries,Aortic Aneurysm Surgery / Endovascular Repair,Colorectal & Hepatobiliary Surgery,Colorectal Cancer,Colorectal Polyps,Colorectal Surgery,Hernia Laparoscopic Surgery,Laparoscopic Colorectal Surgery,Arthoscopic Surgery"
Asst. Prof. Dr. Md. Touhidul Islam,"MBBS (DMC),FCPS (Surgery),MS (Colorectal Surgery)","General Surgeon
Laparoscopic Surgeon
Colorectal Surgeon",22.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Abdominal Cancer Surgery,Adenoid / Tonsil Surgery,Advance Laparoscopic Surgeries,Advanced Endoscopic & Laparoscopic Surgeries,Colorectal & Hepatobiliary Surgery,Colorectal Cancer,Colorectal Polyps,Colorectal Surgery,Hernia Laparoscopic Surgery,Laparoscopic & Open Surgery for Colon Cancer,Laparoscopic Adjustable Gastric Band,Laparoscopic Appendectomy,Laparoscopic Cholecystectomy,Laparoscopic Colorectal Surgery,Anterior Segment Surgery"
Asst. Prof. Dr. Asma Khatun,"MBBS (Dhaka),MD (Pediatrics)",Pediatrician,14.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Abdominoperineal Resection (Pediatric),Acidity in Children,Adopted Child Syndrome Treatment,Arthritis in Children,Asthma In Children,Child and Adolescent Problems,Child Birth Education,Child Development Disease Treatment,Child Nutrition,Child Pathologist,Exchange Transfusion (Pediatric),Health Checkup (Pediatric),Bone Marrow Transplant(Pediatrics)"
Prof. Dr. Md. Shah Alam,"MBBS,DA,FCPS (Anesthesiology)",Anesthesiologist,25.0,Ibn Sina Medical College Hospital | Kallyanpur, Dhaka-1216,"Cardiac Anesthesia,Epidural And Spinal Anesthesia,General Anesthesia,Geriatric Anesthesia,Inhalational Anesthesia,Intrathecal Anesthesia,Neuro Anesthesia,OB-GYN Anesthesia,Pediatric Anesthesia,Proxymetacaine Anesthesia,Regional Anesthesia,Sedation Anesthesia,Spinal Anesthesia,Trauma Anesthesia"
Asst. Prof. Dr. Md. Motiur Rahman Sarkar,"MBBS,BCS (Health),MS (CVTS)",Vascular Surgeon,15.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Aortic Aneurysm Surgery / Endovascular Repair,Aortic Anuerysm Surgery / Endovascular Repair,Biovascular Scaffold Implantation,Cardiac Invasive Procedures,cardiovascular treatment,Cerebrovascular Disease,Cerebrovascular Surgery,Decompression Micovascular,Decompression Microvascular,Diagnostic Cardiovascular Imaging,Endovascular,Endovascular Coiling,Endovascular Surgery"
Asst. Prof. Dr. Md. Abdus Salam,"MBBS,BCS (Health),FCPS (Surgery),MRCS (Edin, UK),MS (Urology)",Urologist,20.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Blood in Urine,Blood in Urine (Hematuria) Treatment,Body Contouring Surgery,Earlobe suturing,Genito Urinary Cancer,Genitourinary Cancers,Genitourinary Malignancies,Genitourinary Surgery,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Incontinence (Ui),Urinary Incontinence (Ui) Treatment,Urinary Leakage,Urinary Tract / Bladder Stones Treatment"
Dr. Sardar Shahnabi Jafran,"MBBS,FCPS (Surgery)",General Surgeon,17.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Abdominal Cancer Surgery,Abdominal surgery,Adenoid / Tonsil Surgery,Advaced Laproscopic Gynaecological Surgery,All Gynae Surgery,Anal Fissure Surgery,Anterior Segment Surgery,Anti Reflux (Gerd) Surgery,Aortic Aneurysm Surgery / Endovascular Repair,Aortic Anuerysm Surgery / Endovascular Repair,Aqueductal Stenosis Surgery,Arthoscopic Surgery,Atrial Fibrillation Surgery,Atrial Septal Defect Surgery,Bariatric (Gastric Bypass) Surgery,Bariatric Surgery,Aortic Valve Surgery"
Assoc. Prof. Dr. Mohammad. Niamat Alahi,"MBBS (DMC),DDV (BSMMU),FCPS (Dermatology & VD)",Dermatologist,22.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Acne Problems,Allergic conjunctivitis,Allergic Enteropathy,Allergy Skin Prick Test,Bacterial Skin Infection Treatment,Cellulitis & Skin Abscesses,Chronic Skin Allergy,Dimple Creation,Dull Skin,Dull Skin Treatment,Fractional CO2 Laser Skin Resurfacing,Glutathione - Skin Whitening,Hair Disease,Pimples Treatment,Sun Spots,Hair Loss Treatment"
Assoc. Prof. Dr. M. Abu Hena Chowdhury,"MBBS,DDV,FCPS (Dermatology)",Dermatologist,16.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Acne,Allergic conjunctivitis,Allergic Enteropathy,Allergy Skin Prick Test,Bacterial Skin Infection Treatment,Cellulitis & Skin Abscesses,Chronic Skin Allergy,Dimple Creation,Dull Skin,Dull Skin Treatment,Glutathione - Skin Whitening,Hardening of the skin,Pimples Treatment,Sun Burn Treatment,Smile Design"
Dr. Shahin Mahmud,"MBBS,BCS (Health),MD (Rheumatology),ECRD (Switzerland)",Rheumatologist,15.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Anti Phospholipid Syndrome,Arthritis Management,Gout Treatment,Juvenile Idiopathic Arthritis,Loco-Regional Pain,Myositis,Osteoarthritis,Psoriasis Treatment,Rheumatoid Arthritis,Sarcoidosis,Scleroderma Treatment,Sjogren syndrome,Reactive arthritis"
PT. Foujia Afrose,BPT (DU),Physiotherapist,10.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Antenatal and Postnatal Exercise/ Physiotherapy,Back Pain Physiotherapy,Cardiovascular & Pulmonary Physiotherapy,Electrophysiology,Frozen shoulder Physiotherapy,M.S Physiotherapy lab,Neurological Physiotherapy,Neurophysiology,Orthopedic Physiotherapy,Physiotherapy for Sports Injury Rehabilitation,Physiotherapy Rehab,Post Surgery Physiotherapy/Rehabilitation,Sports Physiotherapy,Electrophysiology Hearing"
PT. Rahat Rafiq (Faim),"BPT (DU),Dip. in Orthopadic Medicine (Belgium)",Physiotherapist,12.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Achilles Tendonitis,Antenatal and Postnatal Exercise/ Physiotherapy,Back Pain Physiotherapy,Cardiovascular & Pulmonary Physiotherapy,Frozen Shoulder,Frozen shoulder Physiotherapy,Neurological Physiotherapy,Plantar Fasciitis,Post Pregnancy Classes,Postural Reeducation,Soft Tissue Injury Management,Spinal Cord Injury,Sports Physiotherapy,Sprains and Strains,Multiple Sclerosis (MS)"
Prof. Dr. Kazi Abdullah Al Mamun,"MBBS,FCPS (Physical Medicine)",Physical Medicine,25.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Mediastinoscopy,Medical Advisor,Medical Emergencies,Medical Peels"
Assoc. Prof. Dr. Mohammad Hasan,"MBBS (Dhaka),MS (Ortho),MRCS (UK)",Orthopedic Surgeon,23.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic surgeon in pitampura,Orthopedic Surgery,Orthotic Splints,Paediatric Orthopedic Surgeon,Paediatrics - Ortho,Orthopedic Physiotherapy"
Assoc. Prof. Dr. Abu Bakar Siddique,"MBBS,MS,WIC-SICOT (UK),Fellow Orthopedic & Trauma Surgery",Orthopedic Surgeon,20.0,Times Multicare Hospital Ltd., Dhaka-1212,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic surgeon in pitampura,Orthopedic Surgery,Orthotic Splints"
Dr. S. M. Habibur Rahman Habib,"MBBS,BCS,FCPS (Medicine),MCPS (Medicine),MD (Neurology)",Neuromedicine Specialist,17.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Anxiety Neurosis,Aortic aneurysm endograft stent,Aortic Aneurysm Surgery / Endovascular Repair,Aortic Aneurysms,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Cerebral Aneurysm,Clinical Neurologist,Hypersensitivity Pneumonitis,Intervention Neurology,Interventional Neuroradiology,Lumbar Radiofrequency Neurotomy,Neural Stem Cell Therapy,Neuro Anaesthesia"
Assoc. Prof. Dr. Sayeda Shabnam Malik,"MBBS,MD",Neuromedicine Specialist,20.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Abdominal aortic aneurysms,Anxiety Neurosis,Aortic aneurysm endograft stent,Aortic Aneurysm Surgery / Endovascular Repair,Aortic Aneurysms,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Cerebral Aneurysm,Clinical Neurologist,Diagnostic Neuroradiology,Endovascular Aneurysm Repair,Memory Disorders,Memory Improvement,Memory Loss,Memory problem,Intervention Neurology"
Dr. A. F. M. Khalilur Rahman,"MBBS,PGCM (England)",Neuromedicine Specialist,15.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Anxiety Neurosis,Aortic Aneurysms,Brain Aneurysm Coiling,Brain Hemorrhage,Brain infection,Brain Mapping,Brain spine TB,Brain Structure & Function,Brain Suite,Brain Surgery,Brain Tumor,Brain Tumor Surgery,Intervention Neurology,Brain Tumors"
Asst. Prof. Dr. Md. Shamiul Alam Siddique Shamim,"MBBS,BCS (Health),MS (Neurosurgery)",Neurosurgeon,22.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Abdominal aortic aneurysms,Anxiety Neurosis,Aortic aneurysm endograft stent,Aortic Aneurysms,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Cerebral Aneurysm,Clinical Neurologist,Diagnostic Neuroradiology,Memory Disorders,Memory Improvement,Memory Loss,Memory problem,Bacterial Brain Abscess"
Asst. Prof. Dr. Md. Idris Ali,"MBBS,BCS (Health),MCPS,DA,FCPS",Internal Medicine Specialist,22.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Maternal Fetal Medicine,Mediastinoscopy,Medical Advisor,Medical Emergencies,Medical Peels,Obstetric Medicine,Medical Vitiligo Treatment"
Dr. Ujjal Ghosh,"MBBS,FCPS (Medicine),CCD (Birdem)",Medicine Specialist,15.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Maternal Fetal Medicine,Mediastinoscopy,Medical Advisor,Medical Emergencies,Medical Oncology,Medical Peels,Nuclear Medicine,Medical termination of pregnancy"
Dr. Md. Nadimul Islam,"MBBS,BCS (Health),MRCP (UK),MD (Haematology)","Medicine Specialist
Hematologist",16.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Blood Banking,Blood Calcium,Blood Cancer Specialist,Blood Clots,Blood Clotting Problems,Blood Disease,Blood Disorder Treatment,Blood disorders in children,Blood Group Test,Blood in motion,Blood in Urine,Blood in Urine (Hematuria) Treatment,Blood in your Stool,Blood Testing Labs"
Asst. Prof. Dr. M. R. Karim,"MBBS,CCD (Birdem),MRCP (USA),MSc,MACP,MRCP (UK)",Medicine Specialist,22.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Mediastinoscopy,Medical Oncology,Medical Peels,Neonatal Medicine"
Prof. Dr. Md. Abdur Rahim,"MBBS,FCPS (Medicine),MD (Medicine)",Medicine Specialist,26.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Maternal Fetal Medicine,Mediastinoscopy,Medical Advisor,Medical Emergencies,Medical Oncology,Medical termination of pregnancy,Medical Vitiligo Treatment,Neonatal Medicine,Fever Treatment"
Prof. Dr. Ataur Rahman Choudhury,"MBBS,DTM&H (Eng),MRCP (UK),MRCP (London),FRCP (Glasg),FRCP (Edin)",Medicine Specialist,24.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Maternal Fetal Medicine,Medical Advisor"
Prof. Dr. Md. Ziaul Hoque,"MBBS,MRCP (UK),FRCP (London)",Medicine Specialist,26.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Lung & Mediastinal Tumors,Maternal Fetal Medicine,Mediastinoscopy,Medical Advisor,Medical Emergencies"
Prof. Dr. Muhammad Nazrul Islam,"MBBS,FCPS (Medicine),MD (Nephrology)",Nephrologist,25.0,Ibn Sina Medical Imaging Center | Zigatola, Dhaka-1209,"Acute Kidney Disease ( AKI ) Treatment,Acute Kidney Injury (AKI),BP with Kidney Disease,Cancer - Kidney,Diabetic Kidney Disorder,Kidney Biopsies,Kidney Dialysis,Kidney Disease Treatment,Kidney Diseases,Kidney Failure Treatment,Kidney Function Test,Kidney Infections,Kidney Medicine,Kidney Stone Treatment,Kidney Stones"
